ID,Raw_Score_First,Theta_First,ss_first,Perf_First,Raw_Score_Last,Theta_Last,ss_last,Perf_Last,Growth,Growth_category
325,31,-0.89878,1364,Level 3,29,-0.89878,1329,Level 2,Level3|Level2,N
326,31,-0.89878,1364,Level 3,27,-0.89878,1295,Level 2,Level3|Level2,N
342,31,-0.89878,1364,Level 3,40,-0.89878,1516,Level 3,Level3|Level3,Y
370,31,-0.89878,1364,Level 3,45,-0.89878,1610,Level 4,Level3|Level4,Y
415,31,-0.89878,1364,Level 3,30,-0.89878,1346,Level 2,Level3|Level2,N
459,31,-0.89878,1364,Level 3,41,-0.89878,1534,Level 3,Level3|Level3,Y
512,31,-0.89878,1364,Level 3,17,-0.89878,1139,Level 2,Level3|Level2,N
532,31,-0.89878,1364,Level 3,15,-0.89878,1110,Level 1,Level3|Level1,N
552,31,-0.89878,1364,Level 3,38,-0.89878,1482,Level 3,Level3|Level3,Y
619,31,-0.89878,1364,Level 3,42,-0.89878,1552,Level 4,Level3|Level4,Y
664,31,-0.89878,1364,Level 3,27,-0.89878,1295,Level 2,Level3|Level2,N
676,31,-0.89878,1364,Level 3,52,-0.89878,1883,Level 4,Level3|Level4,Y
754,31,-0.89878,1364,Level 3,51,-0.89878,1801,Level 4,Level3|Level4,Y
766,31,-0.89878,1364,Level 3,36,-0.89878,1448,Level 3,Level3|Level3,Y
790,31,-0.89878,1364,Level 3,43,-0.89878,1571,Level 4,Level3|Level4,Y
817,31,-0.89878,1364,Level 3,49,-0.89878,1712,Level 4,Level3|Level4,Y
821,31,-0.89878,1364,Level 3,34,-0.89878,1414,Level 3,Level3|Level3,Y
839,31,-0.89878,1364,Level 3,40,-0.89878,1516,Level 3,Level3|Level3,Y
865,31,-0.89878,1364,Level 3,33,-0.89878,1398,Level 3,Level3|Level3,Y
30,32,-0.69832,1381,Level 3,43,-0.69832,1571,Level 4,Level3|Level4,Y
140,32,-0.69832,1381,Level 3,44,-0.69832,1590,Level 4,Level3|Level4,Y
142,32,-0.69832,1381,Level 3,39,-0.69832,1499,Level 3,Level3|Level3,Y
157,32,-0.69832,1381,Level 3,42,-0.69832,1552,Level 4,Level3|Level4,Y
176,32,-0.69832,1381,Level 3,36,-0.69832,1448,Level 3,Level3|Level3,Y
205,32,-0.69832,1381,Level 3,36,-0.69832,1448,Level 3,Level3|Level3,Y
324,32,-0.69832,1381,Level 3,47,-0.69832,1655,Level 4,Level3|Level4,Y
327,32,-0.69832,1381,Level 3,23,-0.69832,1229,Level 2,Level3|Level2,N
383,32,-0.69832,1381,Level 3,40,-0.69832,1516,Level 3,Level3|Level3,Y
386,32,-0.69832,1381,Level 3,47,-0.69832,1655,Level 4,Level3|Level4,Y
487,32,-0.69832,1381,Level 3,44,-0.69832,1590,Level 4,Level3|Level4,Y
527,32,-0.69832,1381,Level 3,37,-0.69832,1465,Level 3,Level3|Level3,Y
538,32,-0.69832,1381,Level 3,33,-0.69832,1398,Level 3,Level3|Level3,Y
558,32,-0.69832,1381,Level 3,40,-0.69832,1516,Level 3,Level3|Level3,Y
582,32,-0.69832,1381,Level 3,27,-0.69832,1295,Level 2,Level3|Level2,N
640,32,-0.69832,1381,Level 3,46,-0.69832,1632,Level 4,Level3|Level4,Y
644,32,-0.69832,1381,Level 3,50,-0.69832,1750,Level 4,Level3|Level4,Y
658,32,-0.69832,1381,Level 3,33,-0.69832,1398,Level 3,Level3|Level3,Y
680,32,-0.69832,1381,Level 3,13,-0.69832,1078,Level 1,Level3|Level1,N
793,32,-0.69832,1381,Level 3,38,-0.69832,1482,Level 3,Level3|Level3,Y
823,32,-0.69832,1381,Level 3,39,-0.69832,1499,Level 3,Level3|Level3,Y
830,32,-0.69832,1381,Level 3,36,-0.69832,1448,Level 3,Level3|Level3,Y
846,32,-0.69832,1381,Level 3,39,-0.69832,1499,Level 3,Level3|Level3,Y
942,32,-0.69832,1381,Level 3,52,-0.69832,1883,Level 4,Level3|Level4,Y
969,32,-0.69832,1381,Level 3,32,-0.69832,1381,Level 3,Level3|Level3,Y
975,32,-0.69832,1381,Level 3,35,-0.69832,1431,Level 3,Level3|Level3,Y
6,33,-0.4999,1398,Level 3,35,-0.4999,1431,Level 3,Level3|Level3,Y
62,33,-0.4999,1398,Level 3,37,-0.4999,1465,Level 3,Level3|Level3,Y
77,33,-0.4999,1398,Level 3,39,-0.4999,1499,Level 3,Level3|Level3,Y
156,33,-0.4999,1398,Level 3,46,-0.4999,1632,Level 4,Level3|Level4,Y
160,33,-0.4999,1398,Level 3,46,-0.4999,1632,Level 4,Level3|Level4,Y
191,33,-0.4999,1398,Level 3,42,-0.4999,1552,Level 4,Level3|Level4,Y
253,33,-0.4999,1398,Level 3,53,-0.4999,2007,Level 4,Level3|Level4,Y
280,33,-0.4999,1398,Level 3,48,-0.4999,1681,Level 4,Level3|Level4,Y
372,33,-0.4999,1398,Level 3,41,-0.4999,1534,Level 3,Level3|Level3,Y
423,33,-0.4999,1398,Level 3,33,-0.4999,1398,Level 3,Level3|Level3,Y
450,33,-0.4999,1398,Level 3,35,-0.4999,1431,Level 3,Level3|Level3,Y
568,33,-0.4999,1398,Level 3,48,-0.4999,1681,Level 4,Level3|Level4,Y
601,33,-0.4999,1398,Level 3,31,-0.4999,1364,Level 3,Level3|Level3,Y
622,33,-0.4999,1398,Level 3,48,-0.4999,1681,Level 4,Level3|Level4,Y
624,33,-0.4999,1398,Level 3,45,-0.4999,1610,Level 4,Level3|Level4,Y
729,33,-0.4999,1398,Level 3,46,-0.4999,1632,Level 4,Level3|Level4,Y
743,33,-0.4999,1398,Level 3,36,-0.4999,1448,Level 3,Level3|Level3,Y
808,33,-0.4999,1398,Level 3,49,-0.4999,1712,Level 4,Level3|Level4,Y
835,33,-0.4999,1398,Level 3,37,-0.4999,1465,Level 3,Level3|Level3,Y
890,33,-0.4999,1398,Level 3,43,-0.4999,1571,Level 4,Level3|Level4,Y
968,33,-0.4999,1398,Level 3,48,-0.4999,1681,Level 4,Level3|Level4,Y
5,34,-0.303,1414,Level 3,40,-0.303,1516,Level 3,Level3|Level3,Y
16,34,-0.303,1414,Level 3,48,-0.303,1681,Level 4,Level3|Level4,Y
94,34,-0.303,1414,Level 3,46,-0.303,1632,Level 4,Level3|Level4,Y
143,34,-0.303,1414,Level 3,40,-0.303,1516,Level 3,Level3|Level3,Y
187,34,-0.303,1414,Level 3,41,-0.303,1534,Level 3,Level3|Level3,Y
220,34,-0.303,1414,Level 3,50,-0.303,1750,Level 4,Level3|Level4,Y
254,34,-0.303,1414,Level 3,49,-0.303,1712,Level 4,Level3|Level4,Y
266,34,-0.303,1414,Level 3,45,-0.303,1610,Level 4,Level3|Level4,Y
272,34,-0.303,1414,Level 3,34,-0.303,1414,Level 3,Level3|Level3,Y
284,34,-0.303,1414,Level 3,34,-0.303,1414,Level 3,Level3|Level3,Y
285,34,-0.303,1414,Level 3,41,-0.303,1534,Level 3,Level3|Level3,Y
287,34,-0.303,1414,Level 3,42,-0.303,1552,Level 4,Level3|Level4,Y
315,34,-0.303,1414,Level 3,35,-0.303,1431,Level 3,Level3|Level3,Y
321,34,-0.303,1414,Level 3,33,-0.303,1398,Level 3,Level3|Level3,Y
338,34,-0.303,1414,Level 3,31,-0.303,1364,Level 3,Level3|Level3,Y
356,34,-0.303,1414,Level 3,51,-0.303,1801,Level 4,Level3|Level4,Y
378,34,-0.303,1414,Level 3,32,-0.303,1381,Level 3,Level3|Level3,Y
422,34,-0.303,1414,Level 3,45,-0.303,1610,Level 4,Level3|Level4,Y
433,34,-0.303,1414,Level 3,51,-0.303,1801,Level 4,Level3|Level4,Y
437,34,-0.303,1414,Level 3,26,-0.303,1278,Level 2,Level3|Level2,N
442,34,-0.303,1414,Level 3,50,-0.303,1750,Level 4,Level3|Level4,Y
467,34,-0.303,1414,Level 3,49,-0.303,1712,Level 4,Level3|Level4,Y
631,34,-0.303,1414,Level 3,51,-0.303,1801,Level 4,Level3|Level4,Y
648,34,-0.303,1414,Level 3,40,-0.303,1516,Level 3,Level3|Level3,Y
652,34,-0.303,1414,Level 3,45,-0.303,1610,Level 4,Level3|Level4,Y
675,34,-0.303,1414,Level 3,31,-0.303,1364,Level 3,Level3|Level3,Y
679,34,-0.303,1414,Level 3,39,-0.303,1499,Level 3,Level3|Level3,Y
698,34,-0.303,1414,Level 3,46,-0.303,1632,Level 4,Level3|Level4,Y
745,34,-0.303,1414,Level 3,48,-0.303,1681,Level 4,Level3|Level4,Y
752,34,-0.303,1414,Level 3,39,-0.303,1499,Level 3,Level3|Level3,Y
760,34,-0.303,1414,Level 3,41,-0.303,1534,Level 3,Level3|Level3,Y
784,34,-0.303,1414,Level 3,30,-0.303,1346,Level 2,Level3|Level2,N
809,34,-0.303,1414,Level 3,38,-0.303,1482,Level 3,Level3|Level3,Y
884,34,-0.303,1414,Level 3,36,-0.303,1448,Level 3,Level3|Level3,Y
922,34,-0.303,1414,Level 3,34,-0.303,1414,Level 3,Level3|Level3,Y
956,34,-0.303,1414,Level 3,36,-0.303,1448,Level 3,Level3|Level3,Y
990,34,-0.303,1414,Level 3,52,-0.303,1883,Level 4,Level3|Level4,Y
992,34,-0.303,1414,Level 3,48,-0.303,1681,Level 4,Level3|Level4,Y
13,35,-0.10659,1431,Level 3,48,-0.10659,1681,Level 4,Level3|Level4,Y
39,35,-0.10659,1431,Level 3,40,-0.10659,1516,Level 3,Level3|Level3,Y
47,35,-0.10659,1431,Level 3,49,-0.10659,1712,Level 4,Level3|Level4,Y
67,35,-0.10659,1431,Level 3,40,-0.10659,1516,Level 3,Level3|Level3,Y
75,35,-0.10659,1431,Level 3,35,-0.10659,1431,Level 3,Level3|Level3,Y
118,35,-0.10659,1431,Level 3,44,-0.10659,1590,Level 4,Level3|Level4,Y
121,35,-0.10659,1431,Level 3,47,-0.10659,1655,Level 4,Level3|Level4,Y
149,35,-0.10659,1431,Level 3,38,-0.10659,1482,Level 3,Level3|Level3,Y
199,35,-0.10659,1431,Level 3,52,-0.10659,1883,Level 4,Level3|Level4,Y
212,35,-0.10659,1431,Level 3,24,-0.10659,1245,Level 2,Level3|Level2,N
259,35,-0.10659,1431,Level 3,26,-0.10659,1278,Level 2,Level3|Level2,N
293,35,-0.10659,1431,Level 3,38,-0.10659,1482,Level 3,Level3|Level3,Y
346,35,-0.10659,1431,Level 3,51,-0.10659,1801,Level 4,Level3|Level4,Y
444,35,-0.10659,1431,Level 3,45,-0.10659,1610,Level 4,Level3|Level4,Y
449,35,-0.10659,1431,Level 3,40,-0.10659,1516,Level 3,Level3|Level3,Y
453,35,-0.10659,1431,Level 3,46,-0.10659,1632,Level 4,Level3|Level4,Y
496,35,-0.10659,1431,Level 3,44,-0.10659,1590,Level 4,Level3|Level4,Y
499,35,-0.10659,1431,Level 3,51,-0.10659,1801,Level 4,Level3|Level4,Y
533,35,-0.10659,1431,Level 3,43,-0.10659,1571,Level 4,Level3|Level4,Y
542,35,-0.10659,1431,Level 3,44,-0.10659,1590,Level 4,Level3|Level4,Y
575,35,-0.10659,1431,Level 3,45,-0.10659,1610,Level 4,Level3|Level4,Y
626,35,-0.10659,1431,Level 3,45,-0.10659,1610,Level 4,Level3|Level4,Y
627,35,-0.10659,1431,Level 3,38,-0.10659,1482,Level 3,Level3|Level3,Y
641,35,-0.10659,1431,Level 3,45,-0.10659,1610,Level 4,Level3|Level4,Y
672,35,-0.10659,1431,Level 3,49,-0.10659,1712,Level 4,Level3|Level4,Y
728,35,-0.10659,1431,Level 3,27,-0.10659,1295,Level 2,Level3|Level2,N
816,35,-0.10659,1431,Level 3,27,-0.10659,1295,Level 2,Level3|Level2,N
818,35,-0.10659,1431,Level 3,29,-0.10659,1329,Level 2,Level3|Level2,N
903,35,-0.10659,1431,Level 3,25,-0.10659,1261,Level 2,Level3|Level2,N
963,35,-0.10659,1431,Level 3,40,-0.10659,1516,Level 3,Level3|Level3,Y
996,35,-0.10659,1431,Level 3,44,-0.10659,1590,Level 4,Level3|Level4,Y
2,36,0.09042,1448,Level 3,47,0.09042,1655,Level 4,Level3|Level4,Y
31,36,0.09042,1448,Level 3,47,0.09042,1655,Level 4,Level3|Level4,Y
32,36,0.09042,1448,Level 3,50,0.09042,1750,Level 4,Level3|Level4,Y
84,36,0.09042,1448,Level 3,53,0.09042,2007,Level 4,Level3|Level4,Y
145,36,0.09042,1448,Level 3,44,0.09042,1590,Level 4,Level3|Level4,Y
161,36,0.09042,1448,Level 3,44,0.09042,1590,Level 4,Level3|Level4,Y
201,36,0.09042,1448,Level 3,44,0.09042,1590,Level 4,Level3|Level4,Y
236,36,0.09042,1448,Level 3,26,0.09042,1278,Level 2,Level3|Level2,N
304,36,0.09042,1448,Level 3,30,0.09042,1346,Level 2,Level3|Level2,N
345,36,0.09042,1448,Level 3,45,0.09042,1610,Level 4,Level3|Level4,Y
363,36,0.09042,1448,Level 3,26,0.09042,1278,Level 2,Level3|Level2,N
399,36,0.09042,1448,Level 3,42,0.09042,1552,Level 4,Level3|Level4,Y
425,36,0.09042,1448,Level 3,42,0.09042,1552,Level 4,Level3|Level4,Y
464,36,0.09042,1448,Level 3,26,0.09042,1278,Level 2,Level3|Level2,N
469,36,0.09042,1448,Level 3,44,0.09042,1590,Level 4,Level3|Level4,Y
474,36,0.09042,1448,Level 3,40,0.09042,1516,Level 3,Level3|Level3,Y
480,36,0.09042,1448,Level 3,44,0.09042,1590,Level 4,Level3|Level4,Y
489,36,0.09042,1448,Level 3,43,0.09042,1571,Level 4,Level3|Level4,Y
574,36,0.09042,1448,Level 3,38,0.09042,1482,Level 3,Level3|Level3,Y
621,36,0.09042,1448,Level 3,46,0.09042,1632,Level 4,Level3|Level4,Y
650,36,0.09042,1448,Level 3,42,0.09042,1552,Level 4,Level3|Level4,Y
690,36,0.09042,1448,Level 3,47,0.09042,1655,Level 4,Level3|Level4,Y
742,36,0.09042,1448,Level 3,29,0.09042,1329,Level 2,Level3|Level2,N
883,36,0.09042,1448,Level 3,45,0.09042,1610,Level 4,Level3|Level4,Y
908,36,0.09042,1448,Level 3,38,0.09042,1482,Level 3,Level3|Level3,Y
930,36,0.09042,1448,Level 3,50,0.09042,1750,Level 4,Level3|Level4,Y
954,36,0.09042,1448,Level 3,26,0.09042,1278,Level 2,Level3|Level2,N
958,36,0.09042,1448,Level 3,36,0.09042,1448,Level 3,Level3|Level3,Y
974,36,0.09042,1448,Level 3,38,0.09042,1482,Level 3,Level3|Level3,Y
978,36,0.09042,1448,Level 3,37,0.09042,1465,Level 3,Level3|Level3,Y
45,37,0.28888,1465,Level 3,51,0.28888,1801,Level 4,Level3|Level4,Y
50,37,0.28888,1465,Level 3,23,0.28888,1229,Level 2,Level3|Level2,N
95,37,0.28888,1465,Level 3,49,0.28888,1712,Level 4,Level3|Level4,Y
102,37,0.28888,1465,Level 3,24,0.28888,1245,Level 2,Level3|Level2,N
133,37,0.28888,1465,Level 3,44,0.28888,1590,Level 4,Level3|Level4,Y
190,37,0.28888,1465,Level 3,46,0.28888,1632,Level 4,Level3|Level4,Y
209,37,0.28888,1465,Level 3,42,0.28888,1552,Level 4,Level3|Level4,Y
221,37,0.28888,1465,Level 3,44,0.28888,1590,Level 4,Level3|Level4,Y
281,37,0.28888,1465,Level 3,38,0.28888,1482,Level 3,Level3|Level3,Y
359,37,0.28888,1465,Level 3,44,0.28888,1590,Level 4,Level3|Level4,Y
427,37,0.28888,1465,Level 3,41,0.28888,1534,Level 3,Level3|Level3,Y
436,37,0.28888,1465,Level 3,39,0.28888,1499,Level 3,Level3|Level3,Y
470,37,0.28888,1465,Level 3,39,0.28888,1499,Level 3,Level3|Level3,Y
529,37,0.28888,1465,Level 3,53,0.28888,2007,Level 4,Level3|Level4,Y
545,37,0.28888,1465,Level 3,43,0.28888,1571,Level 4,Level3|Level4,Y
551,37,0.28888,1465,Level 3,37,0.28888,1465,Level 3,Level3|Level3,Y
563,37,0.28888,1465,Level 3,53,0.28888,2007,Level 4,Level3|Level4,Y
660,37,0.28888,1465,Level 3,43,0.28888,1571,Level 4,Level3|Level4,Y
662,37,0.28888,1465,Level 3,48,0.28888,1681,Level 4,Level3|Level4,Y
666,37,0.28888,1465,Level 3,43,0.28888,1571,Level 4,Level3|Level4,Y
700,37,0.28888,1465,Level 3,50,0.28888,1750,Level 4,Level3|Level4,Y
725,37,0.28888,1465,Level 3,37,0.28888,1465,Level 3,Level3|Level3,Y
765,37,0.28888,1465,Level 3,46,0.28888,1632,Level 4,Level3|Level4,Y
806,37,0.28888,1465,Level 3,28,0.28888,1312,Level 2,Level3|Level2,N
852,37,0.28888,1465,Level 3,46,0.28888,1632,Level 4,Level3|Level4,Y
854,37,0.28888,1465,Level 3,46,0.28888,1632,Level 4,Level3|Level4,Y
882,37,0.28888,1465,Level 3,40,0.28888,1516,Level 3,Level3|Level3,Y
892,37,0.28888,1465,Level 3,44,0.28888,1590,Level 4,Level3|Level4,Y
899,37,0.28888,1465,Level 3,44,0.28888,1590,Level 4,Level3|Level4,Y
933,37,0.28888,1465,Level 3,44,0.28888,1590,Level 4,Level3|Level4,Y
979,37,0.28888,1465,Level 3,45,0.28888,1610,Level 4,Level3|Level4,Y
7,38,0.48934,1482,Level 3,36,0.48934,1448,Level 3,Level3|Level3,Y
34,38,0.48934,1482,Level 3,53,0.48934,2007,Level 4,Level3|Level4,Y
87,38,0.48934,1482,Level 3,47,0.48934,1655,Level 4,Level3|Level4,Y
151,38,0.48934,1482,Level 3,46,0.48934,1632,Level 4,Level3|Level4,Y
258,38,0.48934,1482,Level 3,37,0.48934,1465,Level 3,Level3|Level3,Y
264,38,0.48934,1482,Level 3,35,0.48934,1431,Level 3,Level3|Level3,Y
305,38,0.48934,1482,Level 3,38,0.48934,1482,Level 3,Level3|Level3,Y
330,38,0.48934,1482,Level 3,50,0.48934,1750,Level 4,Level3|Level4,Y
332,38,0.48934,1482,Level 3,41,0.48934,1534,Level 3,Level3|Level3,Y
334,38,0.48934,1482,Level 3,39,0.48934,1499,Level 3,Level3|Level3,Y
335,38,0.48934,1482,Level 3,44,0.48934,1590,Level 4,Level3|Level4,Y
387,38,0.48934,1482,Level 3,38,0.48934,1482,Level 3,Level3|Level3,Y
430,38,0.48934,1482,Level 3,47,0.48934,1655,Level 4,Level3|Level4,Y
485,38,0.48934,1482,Level 3,41,0.48934,1534,Level 3,Level3|Level3,Y
506,38,0.48934,1482,Level 3,35,0.48934,1431,Level 3,Level3|Level3,Y
560,38,0.48934,1482,Level 3,35,0.48934,1431,Level 3,Level3|Level3,Y
590,38,0.48934,1482,Level 3,30,0.48934,1346,Level 2,Level3|Level2,N
635,38,0.48934,1482,Level 3,31,0.48934,1364,Level 3,Level3|Level3,Y
639,38,0.48934,1482,Level 3,38,0.48934,1482,Level 3,Level3|Level3,Y
708,38,0.48934,1482,Level 3,51,0.48934,1801,Level 4,Level3|Level4,Y
740,38,0.48934,1482,Level 3,31,0.48934,1364,Level 3,Level3|Level3,Y
757,38,0.48934,1482,Level 3,32,0.48934,1381,Level 3,Level3|Level3,Y
773,38,0.48934,1482,Level 3,39,0.48934,1499,Level 3,Level3|Level3,Y
795,38,0.48934,1482,Level 3,53,0.48934,2007,Level 4,Level3|Level4,Y
820,38,0.48934,1482,Level 3,51,0.48934,1801,Level 4,Level3|Level4,Y
989,38,0.48934,1482,Level 3,24,0.48934,1245,Level 2,Level3|Level2,N
35,39,0.69212,1499,Level 3,35,0.69212,1431,Level 3,Level3|Level3,Y
110,39,0.69212,1499,Level 3,41,0.69212,1534,Level 3,Level3|Level3,Y
132,39,0.69212,1499,Level 3,52,0.69212,1883,Level 4,Level3|Level4,Y
169,39,0.69212,1499,Level 3,43,0.69212,1571,Level 4,Level3|Level4,Y
178,39,0.69212,1499,Level 3,32,0.69212,1381,Level 3,Level3|Level3,Y
182,39,0.69212,1499,Level 3,49,0.69212,1712,Level 4,Level3|Level4,Y
250,39,0.69212,1499,Level 3,35,0.69212,1431,Level 3,Level3|Level3,Y
340,39,0.69212,1499,Level 3,34,0.69212,1414,Level 3,Level3|Level3,Y
381,39,0.69212,1499,Level 3,47,0.69212,1655,Level 4,Level3|Level4,Y
382,39,0.69212,1499,Level 3,36,0.69212,1448,Level 3,Level3|Level3,Y
466,39,0.69212,1499,Level 3,45,0.69212,1610,Level 4,Level3|Level4,Y
483,39,0.69212,1499,Level 3,48,0.69212,1681,Level 4,Level3|Level4,Y
548,39,0.69212,1499,Level 3,47,0.69212,1655,Level 4,Level3|Level4,Y
557,39,0.69212,1499,Level 3,42,0.69212,1552,Level 4,Level3|Level4,Y
576,39,0.69212,1499,Level 3,40,0.69212,1516,Level 3,Level3|Level3,Y
615,39,0.69212,1499,Level 3,45,0.69212,1610,Level 4,Level3|Level4,Y
703,39,0.69212,1499,Level 3,35,0.69212,1431,Level 3,Level3|Level3,Y
718,39,0.69212,1499,Level 3,50,0.69212,1750,Level 4,Level3|Level4,Y
735,39,0.69212,1499,Level 3,41,0.69212,1534,Level 3,Level3|Level3,Y
789,39,0.69212,1499,Level 3,29,0.69212,1329,Level 2,Level3|Level2,N
800,39,0.69212,1499,Level 3,36,0.69212,1448,Level 3,Level3|Level3,Y
870,39,0.69212,1499,Level 3,45,0.69212,1610,Level 4,Level3|Level4,Y
916,39,0.69212,1499,Level 3,46,0.69212,1632,Level 4,Level3|Level4,Y
966,39,0.69212,1499,Level 3,39,0.69212,1499,Level 3,Level3|Level3,Y
981,39,0.69212,1499,Level 3,39,0.69212,1499,Level 3,Level3|Level3,Y
22,40,0.89761,1516,Level 3,47,0.89761,1655,Level 4,Level3|Level4,Y
41,40,0.89761,1516,Level 3,42,0.89761,1552,Level 4,Level3|Level4,Y
60,40,0.89761,1516,Level 3,35,0.89761,1431,Level 3,Level3|Level3,Y
147,40,0.89761,1516,Level 3,37,0.89761,1465,Level 3,Level3|Level3,Y
163,40,0.89761,1516,Level 3,38,0.89761,1482,Level 3,Level3|Level3,Y
168,40,0.89761,1516,Level 3,46,0.89761,1632,Level 4,Level3|Level4,Y
193,40,0.89761,1516,Level 3,49,0.89761,1712,Level 4,Level3|Level4,Y
352,40,0.89761,1516,Level 3,46,0.89761,1632,Level 4,Level3|Level4,Y
484,40,0.89761,1516,Level 3,47,0.89761,1655,Level 4,Level3|Level4,Y
516,40,0.89761,1516,Level 3,42,0.89761,1552,Level 4,Level3|Level4,Y
526,40,0.89761,1516,Level 3,36,0.89761,1448,Level 3,Level3|Level3,Y
546,40,0.89761,1516,Level 3,35,0.89761,1431,Level 3,Level3|Level3,Y
599,40,0.89761,1516,Level 3,49,0.89761,1712,Level 4,Level3|Level4,Y
607,40,0.89761,1516,Level 3,49,0.89761,1712,Level 4,Level3|Level4,Y
608,40,0.89761,1516,Level 3,36,0.89761,1448,Level 3,Level3|Level3,Y
629,40,0.89761,1516,Level 3,45,0.89761,1610,Level 4,Level3|Level4,Y
647,40,0.89761,1516,Level 3,32,0.89761,1381,Level 3,Level3|Level3,Y
649,40,0.89761,1516,Level 3,53,0.89761,2007,Level 4,Level3|Level4,Y
685,40,0.89761,1516,Level 3,37,0.89761,1465,Level 3,Level3|Level3,Y
705,40,0.89761,1516,Level 3,48,0.89761,1681,Level 4,Level3|Level4,Y
715,40,0.89761,1516,Level 3,41,0.89761,1534,Level 3,Level3|Level3,Y
772,40,0.89761,1516,Level 3,36,0.89761,1448,Level 3,Level3|Level3,Y
841,40,0.89761,1516,Level 3,41,0.89761,1534,Level 3,Level3|Level3,Y
857,40,0.89761,1516,Level 3,41,0.89761,1534,Level 3,Level3|Level3,Y
896,40,0.89761,1516,Level 3,38,0.89761,1482,Level 3,Level3|Level3,Y
901,40,0.89761,1516,Level 3,51,0.89761,1801,Level 4,Level3|Level4,Y
46,41,1.10648,1534,Level 3,49,1.10648,1712,Level 4,Level3|Level4,Y
63,41,1.10648,1534,Level 3,31,1.10648,1364,Level 3,Level3|Level3,Y
175,41,1.10648,1534,Level 3,40,1.10648,1516,Level 3,Level3|Level3,Y
302,41,1.10648,1534,Level 3,28,1.10648,1312,Level 2,Level3|Level2,N
373,41,1.10648,1534,Level 3,45,1.10648,1610,Level 4,Level3|Level4,Y
393,41,1.10648,1534,Level 3,51,1.10648,1801,Level 4,Level3|Level4,Y
434,41,1.10648,1534,Level 3,43,1.10648,1571,Level 4,Level3|Level4,Y
549,41,1.10648,1534,Level 3,34,1.10648,1414,Level 3,Level3|Level3,Y
714,41,1.10648,1534,Level 3,20,1.10648,1182,Level 2,Level3|Level2,N
722,41,1.10648,1534,Level 3,47,1.10648,1655,Level 4,Level3|Level4,Y
744,41,1.10648,1534,Level 3,46,1.10648,1632,Level 4,Level3|Level4,Y
869,41,1.10648,1534,Level 3,53,1.10648,2007,Level 4,Level3|Level4,Y
932,41,1.10648,1534,Level 3,52,1.10648,1883,Level 4,Level3|Level4,Y
959,41,1.10648,1534,Level 3,48,1.10648,1681,Level 4,Level3|Level4,Y
3,42,1.31973,1552,Level 4,44,1.31973,1590,Level 4,Level4|Level4,Y
104,42,1.31973,1552,Level 4,52,1.31973,1883,Level 4,Level4|Level4,Y
122,42,1.31973,1552,Level 4,39,1.31973,1499,Level 3,Level4|Level3,N
203,42,1.31973,1552,Level 4,52,1.31973,1883,Level 4,Level4|Level4,Y
238,42,1.31973,1552,Level 4,50,1.31973,1750,Level 4,Level4|Level4,Y
277,42,1.31973,1552,Level 4,52,1.31973,1883,Level 4,Level4|Level4,Y
407,42,1.31973,1552,Level 4,51,1.31973,1801,Level 4,Level4|Level4,Y
416,42,1.31973,1552,Level 4,51,1.31973,1801,Level 4,Level4|Level4,Y
476,42,1.31973,1552,Level 4,52,1.31973,1883,Level 4,Level4|Level4,Y
495,42,1.31973,1552,Level 4,48,1.31973,1681,Level 4,Level4|Level4,Y
518,42,1.31973,1552,Level 4,44,1.31973,1590,Level 4,Level4|Level4,Y
524,42,1.31973,1552,Level 4,39,1.31973,1499,Level 3,Level4|Level3,N
584,42,1.31973,1552,Level 4,53,1.31973,2007,Level 4,Level4|Level4,Y
657,42,1.31973,1552,Level 4,44,1.31973,1590,Level 4,Level4|Level4,Y
687,42,1.31973,1552,Level 4,51,1.31973,1801,Level 4,Level4|Level4,Y
689,42,1.31973,1552,Level 4,30,1.31973,1346,Level 2,Level4|Level2,N
694,42,1.31973,1552,Level 4,34,1.31973,1414,Level 3,Level4|Level3,N
720,42,1.31973,1552,Level 4,51,1.31973,1801,Level 4,Level4|Level4,Y
737,42,1.31973,1552,Level 4,52,1.31973,1883,Level 4,Level4|Level4,Y
780,42,1.31973,1552,Level 4,45,1.31973,1610,Level 4,Level4|Level4,Y
797,42,1.31973,1552,Level 4,52,1.31973,1883,Level 4,Level4|Level4,Y
919,42,1.31973,1552,Level 4,45,1.31973,1610,Level 4,Level4|Level4,Y
929,42,1.31973,1552,Level 4,47,1.31973,1655,Level 4,Level4|Level4,Y
945,42,1.31973,1552,Level 4,35,1.31973,1431,Level 3,Level4|Level3,N
98,43,1.53885,1571,Level 4,51,1.53885,1801,Level 4,Level4|Level4,Y
179,43,1.53885,1571,Level 4,45,1.53885,1610,Level 4,Level4|Level4,Y
185,43,1.53885,1571,Level 4,52,1.53885,1883,Level 4,Level4|Level4,Y
222,43,1.53885,1571,Level 4,46,1.53885,1632,Level 4,Level4|Level4,Y
251,43,1.53885,1571,Level 4,15,1.53885,1110,Level 1,Level4|Level1,N
336,43,1.53885,1571,Level 4,46,1.53885,1632,Level 4,Level4|Level4,Y
400,43,1.53885,1571,Level 4,41,1.53885,1534,Level 3,Level4|Level3,N
421,43,1.53885,1571,Level 4,44,1.53885,1590,Level 4,Level4|Level4,Y
448,43,1.53885,1571,Level 4,46,1.53885,1632,Level 4,Level4|Level4,Y
